1,19,0.1243155271427356,4882
1,22,0.06658813986329337,1609
1,55,0.01611496863547242,5072
1,88,0.057681735007551194,4496
1,91,0.12257669676983943,1075
10,28,0.07379658369649453,1293
10,31,-0.009322147581198582,632
10,64,0.04228804132610483,627
10,97,0.06890778462115615,2137
11,18,0.04595893701499138,3143
11,21,0.057370701782608724,11712
11,54,0.05235015618995406,8057
11,87,0.04920184131667832,399
11,90,0.05454888028231703,1200
12,44,0.0520184533249849,2678
12,77,0.08190154401445164,1194
12,80,0.04894034536209371,2465
13,100,0.046555655354164525,133
13,34,0.10062834161945343,3134
13,67,0.016998662120917954,721
13,70,0.09207828111605487,668
14,57,-0.007852551017993327,2110
14,60,0.02713607836334738,2956
14,93,0.054445779659387315,3998
15,47,0.024417450741834986,634
15,50,0.09301751741701213,374
15,83,0.032976222120300595,152
16,103,-0.2876749105287631,82
16,37,0.035306955451847914,1921
16,40,0.03355991378413755,5568
16,73,0.058795228864114854,2107
17,27,0.1038792939121074,1423
17,30,0.01368695174785449,866
17,63,0.09834803237640491,3110
17,96,0.040447075564845544,268
18,20,0.030313712276503105,2066
18,53,0.043987173359330216,5163
18,86,0.018656677814205637,4236
19,43,0.08821110966273069,868
19,76,0.11933716578191449,954
2,12,-0.015198362000868184,2539
2,45,0.04243586927536498,900
2,78,0.023585732420657878,1058
2,81,0.00908493731959692,1434
2,9,0.03352276841724855,4812
20,27,0.03590357171873949,2668
20,30,0.03277731057106888,2074
20,63,0.054153978357267096,1735
20,96,0.011884167781322386,607
21,53,0.03619223530225061,22962
21,86,0.05117840471903707,23902
22,43,0.1425011271674945,891
22,76,0.07959695822169528,657
23,33,0.030614895305417368,2517
23,66,0.042049635045196945,858
23,99,-0.03427378765745288,83
25,46,0.048663577787741386,2111
25,79,0.12472555350217743,3181
25,82,-0.011063714126297603,306
26,102,0.19090745510706625,11
26,36,0.01568157021545216,1490
26,69,0.05938137709189738,1377
26,72,0.010215293619093143,1308
27,59,0.008342224288193666,762
27,62,0.04060023954952865,3137
27,95,-0.017345434336608435,139
28,49,0.06695464843109981,1307
28,52,0.024575418587198805,1560
28,85,0.05457015428083495,668
29,39,0.01813086612687402,5018
29,42,0.028083049807955448,2329
29,75,-0.018881893305685182,2184
3,101,0.1895205556841762,71
3,35,0.05776792857243519,632
3,68,0.07238494639534358,835
3,71,-0.00199615901660526,543
30,59,-0.004168583457177543,761
30,62,0.00161696838058006,2388
30,95,0.0063922528169348325,168
31,49,0.059618583354261824,868
31,52,0.04380952016006127,2299
31,85,0.05432747700800038,982
32,39,0.05845688645079099,2897
32,42,0.013220001520126336,1617
32,75,0.03419246538474104,1248
33,65,0.08754247718956286,2254
33,98,0.001892210418052646,325
34,55,0.04877610121216026,2892
34,88,0.06986897049021319,1855
34,91,0.1257694647584188,857
35,45,0.03387019380972014,544
35,78,0.01926585530790049,504
35,81,0.04279004421704069,1065
36,101,0.2271823592101559,99
36,68,0.033795812116093005,1088
36,71,0.05248921727569199,807
37,58,0.02880249944056923,476
37,61,0.18284195701557857,229
37,94,0.11383692528958823,83
38,48,0.09354248004958648,420
38,51,0.07928727598633957,1087
38,84,0.03482699220708848,312
39,41,0.06794536592918612,6912
39,74,0.07716425572692617,15434
4,25,0.041303468243125314,1285
4,58,0.0602953911195094,432
4,61,0.12787448001561919,344
4,94,0.11377373354413896,139
40,58,0.06675383119323348,1212
40,61,0.06850834151967944,722
40,94,0.033393608981479715,106
41,48,0.07203603518305918,3197
41,51,0.01973693874419823,1817
