3,2,0.27527654623475634
6,5,0.21672780336769779
9,8,0.3052404578501042
10,1,0.5507341248079872
12,11,0.22874120426747477
13,4,0.17756537272066195
15,14,0.19461608311409176
16,7,0.498035975709936
18,17,0.30459246563420955
19,10,0.3974406715968332
20,3,0.37574483782200413
21,20,0.413126728291094
22,13,0.2211433470418231
23,6,0.24317030334499037
24,23,NaN
25,16,0.3267034729652972
26,9,0.24330578463926117
27,2,0.310184382761679
27,26,0.41856397600528256
28,19,0.4408479380665869
29,12,0.2384779015805126
30,5,0.33679134272559214
30,29,0.3680521086211271
31,22,0.2741676630864288
32,15,0.26440442686223986
33,8,0.2673869462233923
33,32,0.20879261809799082
34,1,0.3496561988953091
34,25,0.22186719288337725
35,18,0.2806472377734479
36,11,0.1880523371451613
36,35,0.26375383812276065
37,4,0.1944876383432435
37,28,0.2947887774751241
38,21,0.41255205459230376
39,14,0.3601618985368742
39,38,0.356706425050965
40,7,0.40380652033060155
40,31,0.4311881579962211
41,24,NaN
42,17,0.2351346354199419
42,41,0.3951571878058897
43,10,0.20965494974890977
43,34,0.18336301120074933
44,3,0.2104816382456228
44,27,0.21479276615551002
45,20,0.3402360347886773
45,44,0.22270038241509926
46,13,0.33353784453843255
46,37,0.09874657115013938
47,6,0.34171922616627715
47,30,0.23242208659149355
48,23,0.27727245578769083
48,47,0.2909746351113129
49,16,0.3372438735583601
49,40,0.3380774504778576
50,9,0.21471361083698173
50,33,0.31856690366126433
51,2,0.2956579237263061
51,26,0.2511321131888283
51,50,0.2649583701757638
52,19,0.395602257868983
52,43,0.3071902133184489
53,12,0.3141701197935746
53,36,0.2775765681135473
54,5,0.1811056086294751
54,29,0.2940029508410177
54,53,0.3689882285560702
55,22,0.25992010862630505
55,46,0.23610886753050128
56,15,0.2865514356741456
56,39,0.29508485230622145
57,8,0.27408181667890213
57,32,0.22528431867713059
57,56,0.23136281982877954
58,1,0.2721293766488928
58,25,0.3364561121323872
58,49,0.31121116230909907
59,18,0.3075704235893305
59,42,0.32680932980254934
60,11,0.3230609403994534
60,35,0.25725471722574
60,59,0.32398216312843603
61,4,0.271467912730548
61,28,0.34913262662158995
61,52,0.34367892355386115
62,21,0.39308886002327953
62,45,0.29196575977320405
63,14,0.2455657321554973
63,38,0.35128674191541864
63,62,0.41700322229702325
64,7,0.34644641716711294
64,31,0.3407371498194847
64,55,0.34041514596150035
65,24,NaN
65,48,0.2532534423709108
66,17,0.24383988358285263
66,41,0.21993433554586725
66,65,0.3221845084333116
67,10,0.43070474907500833
67,34,0.2561059749795875
67,58,0.29334715739868483
68,3,0.3408900772736413
68,27,0.38559746682026813
68,51,0.37747939464681085
69,20,0.2798909805097874
69,44,0.2866573971953189
69,68,0.3029659387484891
70,13,0.17567546440133514
70,37,0.18224534817714266
70,61,0.27864813543466094
71,6,0.26670078007687625
71,30,0.2072975263526344
71,54,0.23503609529933772
72,23,0.3639359073341884
72,47,0.2279344542630028
72,71,0.1962641669905201
73,16,0.2673779579743501
73,40,0.2423655433061543
73,64,0.17704985244391225
74,9,0.3178198609638633
74,33,0.3004358252157584
74,57,0.1766583084156421
75,2,0.31674569258717605
75,26,0.3034754392728795
75,50,0.2999560418532264
75,74,0.20579039785414324
76,19,0.31632569972221003
76,43,0.24634998122582488
76,67,0.3109048887078876
77,12,0.32202843239389617
77,36,0.27417388507099333
77,60,0.4199321555507573
78,5,0.25077678977543894
78,29,0.37957679080468204
78,53,0.3232331202087809
78,77,0.3747225235948146
79,22,0.250514748035882
79,46,0.20456465707247795
79,70,0.1948385304120877
80,15,0.19899647591611436
80,39,0.2906166963963204
80,63,0.2774635871144144
81,8,0.3704930307081199
81,32,0.2838145060767015
81,56,0.3395997028079414
81,80,0.2828630555256159
82,1,0.1374251382367557
82,25,0.07342566348309426
82,49,0.09538883022403527
82,73,0.16181807001494156
83,18,0.24702390311349545
