Razor,Naga Siren,-4.32266320795e-05,116
Windrunner,Phantom Assassin,-0.000104425278213,4761
Warlock,Death Prophet,-0.000182030706592,899
Spectre,Spirit Breaker,0.000230880395461,614
Naga Siren,Keeper of the Light,0.000265142547117,237
Tidehunter,Keeper of the Light,0.000285879747363,3852
Axe,Leshrac,-0.000288966032633,2968
Night Stalker,Rubick,0.00030876907827,2185
Riki,Dazzle,0.000318755422961,719
Crystal Maiden,Weaver,-0.00033303422865,1510
Necrolyte,Chaos Knight,-0.000358184439385,466
Venomancer,Doom,-0.000365026984813,1615
Lion,Skeleton King,0.000365712261024,1399
Phantom Lancer,Skywrath Mage,-0.000399533126613,123
Sniper,Dazzle,0.000408725229007,1121
Lion,Broodmother,0.000416651600653,384
Faceless Void,Nature's Prophet,0.000441048448985,9884
Sniper,Spirit Breaker,0.000449170443862,2149
Huskar,Skywrath Mage,-0.000462077949253,101
Gyrocopter,Tusk,-0.000464061225906,223
Earthshaker,Slark,0.000492173164523,765
Medusa,Abaddon,-0.000517401237239,6
Crystal Maiden,Pudge,0.000518371814671,3953
Lich,Huskar,-0.000537157194781,820
Enchantress,Naga Siren,0.000556350714118,216
Faceless Void,Silencer,0.000629823284944,1755
Phantom Lancer,Io,0.000629967600521,459
Axe,Lion,0.000631673233866,3396
Warlock,Dragon Knight,-0.000634373011145,748
Tinker,Sniper,-0.000655691038334,1514
Faceless Void,Omniknight,-0.000765707019491,1152
Sniper,Invoker,0.000791464730726,4291
Crystal Maiden,Riki,-0.000801101825174,1336
Pudge,Witch Doctor,-0.000863866023671,2276
Anti-Mage,Death Prophet,0.000866897422263,939
Warlock,Centaur Warrunner,-0.000895061213184,645
Riki,Ancient Apparition,-0.000923314839556,868
Pudge,Lycanthrope,0.000926455890726,1971
Bloodseeker,Necrolyte,0.000926699761066,813
Faceless Void,Disruptor,-0.000930172861172,688
Lich,Chen,-0.000968408256337,697
Warlock,Shadow Demon,0.000980355148513,1408
Axe,Tiny,0.0010405975421,3952
Dark Seer,Silencer,-0.00107154280096,1940
Earthshaker,Clinkz,0.00111817754701,806
Spirit Breaker,Undying,0.0011185819892,690
Necrolyte,Queen of Pain,0.00112020491008,1373
Keeper of the Light,Magnus,-0.00114735248004,1629
Shadow Shaman,Riki,0.00117324485467,1069
Tiny,Ogre Magi,0.0011876140854,824
Tidehunter,Enchantress,0.00123685897914,1167
Warlock,Huskar,-0.00128091657271,618
Faceless Void,Centaur Warrunner,-0.00135146586666,662
Mirana,Jakiro,0.00140585890414,2196
Skeleton King,Dazzle,0.00142446877763,700
Lone Druid,Centaur Warrunner,-0.00143958978535,253
Witch Doctor,Batrider,0.00145516269402,700
Faceless Void,Slark,0.00147298516371,2054
Sand King,Treant Protector,-0.00152202460774,743
Pugna,Undying,0.00153134280677,443
Lina,Tidehunter,-0.00153896110796,4360
Slardar,Skeleton King,-0.00158939495754,1370
Shadow Fiend,Centaur Warrunner,0.00159218863927,299
Phantom Assassin,Visage,0.00161322466777,166
Witch Doctor,Bounty Hunter,0.00161696838058,2388
Pudge,Viper,0.00162244052801,2290
Necrolyte,Warlock,-0.00168204634504,1076
Omniknight,Slark,-0.0017468641868,400
Razor,Pugna,-0.00174800515403,259
Bane,Juggernaut,0.00176062345545,767
Windrunner,Slardar,0.00176493568865,3314
Spirit Breaker,Naga Siren,0.00177540535675,211
Phantom Assassin,Lone Druid,0.00177604322713,1587
Lycanthrope,Magnus,0.0018144463838,638
Tidehunter,Lycanthrope,0.00185010384549,1442
Venomancer,Treant Protector,0.0018600392075,915
Lion,Naga Siren,0.00186261238064,230
Undying,Magnus,-0.00186920510949,796
Vengeful Spirit,Tusk,-0.00188488047641,157
Enigma,Timbersaw,0.00189221041805,325
Chen,Naga Siren,-0.00193649389173,151
Storm Spirit,Jakiro,-0.00195681520336,998
Bane,Spirit Breaker,-0.00199615901661,543
Omniknight,Batrider,0.00200203863216,552
Enigma,Death Prophet,0.00205912941933,811
Zeus,Templar Assassin,0.00206929045668,658
Bloodseeker,Nature's Prophet,0.0020779348412,3563
Axe,Omniknight,-0.00208000000001,2048
Anti-Mage,Disruptor,-0.00209116174158,597
Drow Ranger,Centaur Warrunner,-0.00212492684219,1297
Lina,Invoker,-0.0021333534202,4707
Crystal Maiden,Spirit Breaker,-0.00214540457187,965
Bane,Warlock,-0.00219462017388,872
Phantom Assassin,Shadow Demon,-0.00223024364248,785
Bloodseeker,Vengeful Spirit,-0.00224662776126,1183
Ogre Magi,Visage,0.0022516875339,122
Sven,Medusa,-0.00226811115926,181
Kunkka,Death Prophet,0.00228941622619,813
Shadow Shaman,Viper,0.00232751352179,1146
Phantom Lancer,Jakiro,-0.00234037347713,1123
Bloodseeker,Io,-0.00236201083822,281
Axe,Pudge,-0.00237314870793,8425
Vengeful Spirit,Warlock,-0.00239088294873,1674
Spectre,Magnus,0.00241642532729,554
Riki,Enchantress,-0.00243178422941,473
Dragon Knight,Dazzle,0.00243406120587,683
Pugna,Treant Protector,0.00244517716327,260
Bloodseeker,Shadow Shaman,-0.00249233387219,819
Tiny,Lycanthrope,0.00250861504312,1163
Phantom Assassin,Brewmaster,0.00251090213541,434
Necrolyte,Magnus,0.00251786848127,509
Axe,Queen of Pain,-0.0025619569942,4457
Phantom Lancer,Tidehunter,0.00258275088269,2324
Phantom Lancer,Zeus,0.00262211418942,1138
Shadow Shaman,Doom,-0.00265562693044,879
Zeus,Invoker,-0.00267482164544,1938
Shadow Shaman,Centaur Warrunner,-0.00270437261904,449
Undying,Naga Siren,0.0027743115989,173
Viper,Doom,0.00277655773727,1032
Axe,Dazzle,0.00278902277473,2073
Witch Doctor,Luna,-0.00279398608824,720
Zeus,Nature's Prophet,-0.00279707668527,2937
Necrolyte,Dark Seer,-0.00281983032526,1361
Skeleton King,Outworld Devourer,-0.00283156333989,641
Nature's Prophet,Disruptor,0.00283791977619,1734
Lina,Troll Warlord,0.0028532008945,288
Outworld Devourer,Nyx Assassin,0.00286696222705,1063
Drow Ranger,Meepo,0.00287165053736,460
Night Stalker,Doom,-0.0028882905559,1126
Sven,Death Prophet,-0.0029334322217,837
Axe,Medusa,-0.00296008871773,215
Clinkz,Centaur Warrunner,-0.00297338356442,303
Weaver,Centaur Warrunner,-0.00298102636234,432
Beastmaster,Pugna,-0.00300236359818,363
Lion,Lifestealer,0.00301807546046,3383
Axe,Clinkz,-0.00302185371248,1526
Dark Seer,Outworld Devourer,0.00302916516,931
Juggernaut,Lich,0.00304846748375,1637
Riki,Omniknight,0.00307386662504,789
Bloodseeker,Kunkka,0.00308486880843,1842
Storm Spirit,Treant Protector,-0.00308937841487,230
Lich,Faceless Void,0.00310743742549,1286
Lich,Queen of Pain,-0.00314606920489,1660
Slardar,Nature's Prophet,0.00318441368419,2605
Sniper,Enchantress,-0.00322972994404,676
Lifestealer,Undying,0.00323116460029,1505
Bounty Hunter,Ogre Magi,0.00324895784217,1550
Lich,Naga Siren,0.00327383375685,165
Morphling,Skywrath Mage,0.0032785036653,102
Axe,Invoker,0.00328980378996,5825
Lich,Lifestealer,0.00329565708852,2223
Axe,Juggernaut,-0.00334951178144,5962
Shadow Fiend,Elder Titan,-0.00338871369947,25
Bane,Disruptor,0.00341777229763,858
Sven,Warlock,0.00345378038488,1106
Death Prophet,Timbersaw,-0.00347852481388,150
Lich,Enigma,0.0035340742318,1922
Lycanthrope,Shadow Demon,0.00356075813617,713
Axe,Lifestealer,0.00356618194097,6185
Necrolyte,Venomancer,0.00358906302203,1679
Nature's Prophet,Omniknight,0.00361710950775,2104
Drow Ranger,Jakiro,-0.00361802210263,1831
Warlock,Rubick,-0.00362626158539,2064
Lifestealer,Tusk,0.00363268756267,252
Earthshaker,Sven,-0.00364145982169,2441
Anti-Mage,Bane,-0.00366366128639,632
Luna,Undying,-0.00366998854258,614
Spirit Breaker,Brewmaster,0.00367134079779,464
Lina,Clinkz,-0.00367888424675,1111
Juggernaut,Pugna,-0.003679636253,623
Lycanthrope,Ogre Magi,0.00371146489741,211
Invoker,Lycanthrope,0.00371506989381,1890
Lycanthrope,Brewmaster,0.00372571371322,477
Sven,Windrunner,0.00373341066138,5667
Beastmaster,Silencer,-0.00375299824916,621
Razor,Witch Doctor,0.00377193956539,427
Mirana,Meepo,-0.00378857744566,630
Pudge,Vengeful Spirit,0.00380914307843,3716
Bloodseeker,Nyx Assassin,-0.00386022594704,1861
Witch Doctor,Lifestealer,0.00395198824996,1583
Enchantress,Lycanthrope,-0.00395819993039,468
Enchantress,Brewmaster,-0.00396029613469,327
Zeus,Alchemist,0.00397733965469,741
Ancient Apparition,Undying,0.00397860840562,952
Bloodseeker,Enigma,0.00403686128497,916
Necrolyte,Bounty Hunter,0.00405387470087,2235
Sniper,Outworld Devourer,-0.00408214508415,1147
Tidehunter,Night Stalker,-0.00410060548881,2073
Shadow Shaman,Skywrath Mage,0.00412426484926,99
Vengeful Spirit,Huskar,-0.00416131251053,1090
Pudge,Skeleton King,0.00416157529974,2615
