window	num_games	average_win_rate	standard_deviation
1449	11050	0.5059366516	0.1547353764
1450	11008	0.5067587209	0.1544098478
1451	10980	0.5059744991	0.1545980371
1452	10943	0.5056931372	0.155079495
1453	10908	0.5060689402	0.1545538536
1454	10882	0.5050909759	0.1547620497
1455	10836	0.5052048726	0.1543112579
1456	10803	0.5057576599	0.1545873186
1457	10771	0.5056355027	0.1535541019
1458	10737	0.506677843	0.1544687479
1459	10706	0.506258173	0.153908146
1460	10676	0.506453728	0.1543806861
1461	10635	0.5069957687	0.1547795237
1462	10604	0.5059128631	0.1551697041
1463	10579	0.5064278287	0.1550129383
1464	10550	0.5065118483	0.1562725278
1465	10516	0.5065233929	0.1564003161
1466	10493	0.5059372915	0.156531336
1467	10467	0.5056558708	0.1557181094
1468	10434	0.504964539	0.156110857
1469	10401	0.5064801461	0.1553776714
1470	10372	0.5065271886	0.1537574474
1471	10342	0.5064397602	0.1538555959
1472	10312	0.5070015516	0.1538787645
1473	10279	0.5061679152	0.1548103272
1474	10251	0.5064579065	0.1549660772
1475	10224	0.5058098592	0.1550452047
1476	10206	0.5060454635	0.1559697795
1477	10173	0.5062911629	0.1565244022
1478	10141	0.5068435066	0.1559790392
1479	10109	0.5060441191	0.1556343474
1480	10084	0.5050178501	0.1557843129
1481	10060	0.5044930417	0.1557374921
1482	10036	0.5041450777	0.1555687327
1483	10007	0.5052063556	0.1558681125
1484	9979	0.5048702275	0.1565496633
1485	9942	0.5044759606	0.1557878272
1486	9911	0.5053879528	0.1557275274
1487	9881	0.5062240664	0.155448631
1488	9859	0.5060046658	0.1557709312
1489	9827	0.506471965	0.155489878
1490	9793	0.5064433779	0.1546394148
1491	9767	0.5065629159	0.1536789275
1492	9743	0.5075644052	0.1525090384
1493	9718	0.5062667215	0.1520824631
1494	9686	0.5064939087	0.1528048495
1495	9666	0.5086488723	0.1539187252
1496	9638	0.5080203362	0.1543348956
1497	9600	0.507	0.1540933159
1498	9573	0.5068317142	0.1542846081
1499	9544	0.5063181056	0.1539739783
1500	9519	0.5065237945	0.1548884333
1501	9481	0.5066870583	0.1544734415
1502	9456	0.5072440778	0.153943434
1503	9435	0.5086168521	0.1520429506
1504	9397	0.5078748537	0.1528409484
1505	9374	0.5070620866	0.1535903052
1506	9334	0.5078315835	0.1546776237
1507	9311	0.5082160885	0.1549184566
1508	9281	0.5077146859	0.1552471357
1509	9248	0.5078395329	0.1549436337
1510	9228	0.5081382748	0.1544874264
1511	9205	0.5090494297	0.1550932093
1512	9181	0.5083651018	0.1553663958
1513	9158	0.5079493339	0.1551902117
1514	9128	0.5090819457	0.1554294561
1515	9108	0.5102437418	0.1556977646
1516	9087	0.5097501926	0.1552769858
1517	9055	0.5092766427	0.1549980004
1518	9038	0.5096038947	0.1541225124
1519	9000	0.5097888889	0.1536762827
1520	8974	0.5093492311	0.1541295463
1521	8935	0.5093788472	0.1532173342
1522	8917	0.5092071324	0.1535765142
1523	8896	0.5097571942	0.1543629122
1524	8867	0.5097891057	0.1535454845
1525	8838	0.5084181942	0.1525203834
1526	8812	0.5081933727	0.1521701237
1527	8783	0.5086416942	0.1530345431
1528	8762	0.5078406756	0.1532689323
1529	8735	0.5061133371	0.1545840469
1530	8716	0.5061151905	0.1544595087
1531	8689	0.506410404	0.1539120209
1532	8668	0.5064490078	0.1543065455
1533	8647	0.5058286111	0.1545150395
1534	8619	0.5049889778	0.1544578616
1535	8594	0.5056900163	0.155082897
1536	8573	0.5061238773	0.1551061377
1537	8540	0.5068384075	0.1547380642
1538	8526	0.507635468	0.1543158651
1539	8497	0.5088148758	0.1539827713
1540	8474	0.509499646	0.1541592647
1541	8447	0.5082869658	0.1547480308
1542	8421	0.5078612991	0.1552163037
1543	8397	0.5079671311	0.1544377483
1544	8365	0.5091930663	0.1549050779
1545	8344	0.5086169703	0.1547314036
1546	8329	0.507996158	0.1543570027
1547	8301	0.508384532	0.1547919225
1548	8279	0.5087812538	0.1545663615
1549	8246	0.5086708707	0.1544748612
1550	8220	0.5080778589	0.1539439458
1551	8184	0.5089565005	0.1548157738
1552	8156	0.5099681216	0.1545372277
1553	8131	0.5103554298	0.1534372595
1554	8112	0.5090729783	0.1542431691
1555	8092	0.5099233811	0.1536558739
1556	8066	0.5102777089	0.1539696958
1557	8039	0.5094663515	0.1539259465
1558	8017	0.5093800674	0.1535633948
1559	7994	0.5092444333	0.1529817215
1560	7972	0.5105243352	0.1541233762
1561	7954	0.5100829771	0.1545436822
1562	7933	0.5090508005	0.153414087
1563	7908	0.509041477	0.1544253361
1564	7887	0.5087232154	0.154448775
1565	7867	0.5067242913	0.1538763505
1566	7848	0.5074541284	0.1539796301
1567	7833	0.5061534533	0.1541309152
1568	7815	0.5054254639	0.1541617004
1569	7803	0.5051006023	0.1534669177
1570	7781	0.5053592083	0.1545549352
1571	7754	0.505003869	0.1536109306
1572	7729	0.5055634623	0.1541510716
1573	7702	0.5061931966	0.1547124323
1574	7685	0.5062329213	0.1539467513
1575	7666	0.5075658753	0.1537262956
1576	7647	0.5072839022	0.1537654687
1577	7627	0.5077487872	0.1536889796
1578	7603	0.508851769	0.1541031066
1579	7584	0.50967827	0.1530929431
1580	7561	0.5078561037	0.1535599459
1581	7542	0.5083399629	0.1537498305
1582	7512	0.5079206603	0.1537768742
1583	7489	0.5078114568	0.15504729
1584	7462	0.5085499866	0.1549221499
1585	7444	0.5074288017	0.1550767206
1586	7419	0.5066855371	0.1560689403
1587	7403	0.5065919222	0.1549482422
1588	7380	0.5057452575	0.1550925945
1589	7355	0.505846363	0.1561469294
1590	7333	0.505768444	0.1556017931
1591	7311	0.5062508549	0.1551488693
1592	7283	0.5066730743	0.1557871186
1593	7262	0.5058110713	0.1537983121
1594	7235	0.5061230131	0.1535296538
1595	7213	0.5066685152	0.1537863738
1596	7199	0.5074038061	0.155330966
1597	7174	0.5085168665	0.1560550125
1598	7157	0.5092077686	0.1560136386
1599	7139	0.5093570528	0.1559821505
1600	7118	0.5087805563	0.1557284973
1601	7099	0.5084659811	0.1552668318
1602	7075	0.5089893993	0.1540264188
1603	7048	0.5088677639	0.1542878282
1604	7033	0.5085880847	0.1538737582
1605	7013	0.5078568373	0.1530325091
1606	6998	0.5084166905	0.1530271178
1607	6982	0.506717273	0.1528657594
1608	6962	0.5066934789	0.1526308989
1609	6945	0.5064938805	0.1529631143
1610	6919	0.5070964012	0.1529880478
1611	6900	0.5062753623	0.1528560357
1612	6875	0.5052072727	0.1539650868
1613	6855	0.5054996353	0.1547887027
1614	6837	0.5050753254	0.1554593218
1615	6811	0.5045514609	0.1543757611
1616	6791	0.5040494772	0.1550118104
1617	6769	0.504993352	0.1542289208
1618	6742	0.5046128745	0.1554920323
1619	6726	0.5050252751	0.1560887089
1620	6709	0.5058279922	0.1558527409
1621	6692	0.5051105798	0.1545606823
1622	6672	0.5036870504	0.1547941401
1623	6654	0.5032311392	0.1544649231
1624	6629	0.5033941771	0.1549960613
1625	6614	0.5034321137	0.1546048012
1626	6591	0.5038537399	0.1548596376
1627	6570	0.5036834094	0.1538401696
1628	6549	0.5024889296	0.1545410904
1629	6525	0.5019310345	0.1555884487
1630	6506	0.5024285275	0.1556999947
1631	6493	0.5040967195	0.1549685497
1632	6478	0.5060203767	0.1549856855
1633	6450	0.5077364341	0.1538366958
1634	6432	0.5084577114	0.153412621
1635	6418	0.5112651916	0.155112082
1636	6401	0.5097953445	0.1544101627
1637	6374	0.5101035457	0.153522254
1638	6359	0.5109136657	0.1525392309
1639	6337	0.5123717848	0.1547267221
1640	6320	0.5115348101	0.1549239873
1641	6299	0.5119225274	0.155777051
1642	6280	0.5124363057	0.1568899187
1643	6262	0.5106834877	0.1560835314
1644	6249	0.5109777564	0.1553684989
1645	6224	0.508531491	0.1546707351
1646	6206	0.5096197228	0.154810969
1647	6189	0.5094037809	0.1556044614
1648	6164	0.5115509409	0.1544797076
1649	6147	0.5099886123	0.1537697755
1650	6122	0.5111238157	0.154012259
1651	6103	0.5116336228	0.1545709748
1652	6079	0.5093107419	0.15439656
1653	6063	0.5102094673	0.1551353253
1654	6046	0.5100231558	0.1543034656
1655	6028	0.5097213006	0.1555382865
1656	6011	0.5092996174	0.1561207017
1657	5997	0.5098549275	0.1556278863
1658	5979	0.5075765178	0.1542868957
1659	5966	0.5085652028	0.1549238337
1660	5948	0.5083893746	0.1554173991
1661	5924	0.5065327481	0.155724214
1662	5902	0.5079634022	0.1560079546
1663	5885	0.5080203908	0.1560131127
1664	5866	0.5068019093	0.1551033243
1665	5855	0.5064047822	0.1542729405
1666	5836	0.5055688828	0.1532987801
1667	5820	0.5056185567	0.153720343
1668	5804	0.5068917988	0.1521408947
1669	5787	0.5054259547	0.1522650964
1670	5769	0.5053735483	0.1559994644
1671	5744	0.5056754875	0.1556251316
1672	5727	0.5050986555	0.1558537768
1673	5705	0.5047151621	0.1559698178
1674	5688	0.5052039381	0.156541585
1675	5675	0.5060792952	0.1575586119
1676	5663	0.5056330567	0.1555213192
1677	5643	0.5046606415	0.1561812954
1678	5624	0.504374111	0.1564704473
1679	5608	0.504850214	0.157813652
1680	5580	0.5041756272	0.1587657976
1681	5563	0.5038468452	0.1583993714
1682	5547	0.5046691906	0.1561254944
1683	5523	0.5053231939	0.1554860136
1684	5516	0.5056381436	0.1549489692
1685	5502	0.5063067975	0.1554599151
1686	5483	0.5072952763	0.1559262704
1687	5465	0.507483989	0.1560514055
1688	5445	0.5061524334	0.1559849146
1689	5434	0.5061464851	0.1552389656
1690	5426	0.5057869517	0.1559593273
1691	5417	0.5050581503	0.1552130306
1692	5401	0.5041658952	0.1540036978
1693	5381	0.5036052778	0.1545987472
1694	5356	0.5034353996	0.1538992745
1695	5340	0.5025655431	0.1531167164
1696	5326	0.5018588059	0.1532790902
1697	5308	0.5024868124	0.1540872279
1698	5285	0.5033301798	0.1535338316
1699	5271	0.5041548093	0.1547324725
1700	5262	0.5052261498	0.1546235856
1701	5245	0.5061391802	0.1555103645
1702	5227	0.5077864932	0.1551199353
1703	5216	0.5085889571	0.1546537883
1704	5195	0.5087006737	0.1547992146
1705	5173	0.5092982795	0.1560945358
1706	5160	0.5107170543	0.1549176744
1707	5139	0.5108192255	0.1553598733
1708	5117	0.5114520227	0.1547810847
1709	5104	0.510854232	0.1547818489
1710	5086	0.5120526937	0.1534446336
1711	5073	0.5118076089	0.1527478285
1712	5065	0.5118657453	0.1530711393
1713	5056	0.5115308544	0.153143325
1714	5043	0.5113622844	0.1529529166
1715	5029	0.5101014118	0.1542316528
1716	5016	0.5101475279	0.1545131075
1717	4998	0.5117046819	0.1549408206
1718	4986	0.5109105495	0.1547136545
1719	4975	0.5102110553	0.1543221706
1720	4957	0.5087956425	0.1541677796
1721	4938	0.5096395302	0.1548991744
1722	4928	0.5078936688	0.1558406562
1723	4917	0.5082163921	0.1542747654
1724	4898	0.5084320131	0.152361135
1725	4885	0.5096212897	0.1520570648
1726	4875	0.5088820513	0.1531249915
1727	4858	0.5062577192	0.1535565502
1728	4839	0.5093201075	0.1541796704
1729	4826	0.5095317033	0.1525182601
1730	4809	0.5103763776	0.1517707355
1731	4799	0.5095019796	0.151993566
1732	4787	0.5115103405	0.1526424721
1733	4775	0.5108272251	0.152528588
1734	4764	0.5123215785	0.1518475108
1735	4748	0.5110994103	0.1521019956
1736	4736	0.5105363176	0.1526955421
1737	4715	0.5121527041	0.1528475908
1738	4703	0.5099723581	0.1537830392
1739	4683	0.5104633782	0.1541145377
1740	4666	0.5086798114	0.1534979121
1741	4651	0.5091163191	0.1535738295
1742	4640	0.5081034483	0.1546375841
1743	4629	0.5089868222	0.155330259
1744	4613	0.5062649035	0.1547772007
1745	4598	0.5063505872	0.1548509244
1746	4587	0.508088075	0.1545543834
1747	4576	0.5054851399	0.153322985
1748	4562	0.5067075844	0.1536311535
1749	4548	0.508003518	0.1545901836
1750	4532	0.5096425419	0.1525226394
1751	4514	0.5096366859	0.1538969528
1752	4493	0.5101936345	0.156222042
1753	4479	0.5104264345	0.1552123951
1754	4472	0.5099731664	0.1548379013
1755	4458	0.5109690444	0.1546741562
1756	4449	0.5089233536	0.1560611361
1757	4428	0.5128274616	0.155399215
1758	4417	0.5119085352	0.1544111127
1759	4407	0.5124120717	0.1554625645
1760	4393	0.5119280674	0.1521490108
1761	4378	0.5113522156	0.1519372352
1762	4370	0.5101372998	0.1533015138
1763	4360	0.5087155963	0.1531689774
1764	4349	0.508829616	0.153311678
1765	4336	0.5082103321	0.154922097
1766	4322	0.5101110597	0.1555305787
1767	4306	0.507547608	0.1544394165
1768	4290	0.5074825175	0.1527294874
1769	4278	0.5068723703	0.1546519961
1770	4265	0.5076905041	0.1536791861
1771	4249	0.5080724876	0.1544607102
1772	4243	0.5093565873	0.154146509
1773	4233	0.5094968108	0.1531604436
1774	4219	0.5095283242	0.1541685614
1775	4210	0.5090261283	0.1559866362
1776	4198	0.5101238685	0.1561657476
1777	4184	0.5090344168	0.1559361564
1778	4170	0.5081294964	0.1560563217
1779	4159	0.5073575379	0.1558931787
1780	4149	0.5063388768	0.1537224209
1781	4132	0.5064859632	0.1547616099
1782	4117	0.5070925431	0.1556895213
1783	4107	0.506403701	0.156493708
1784	4102	0.5070697221	0.1562722265
1785	4091	0.5079687118	0.1553575292
1786	4078	0.5067189799	0.1543674304
1787	4064	0.5071604331	0.1534235551
1788	4053	0.5091537133	0.1529626796
1789	4040	0.5089851485	0.1525881008
1790	4025	0.5092919255	0.1523256417
1791	4017	0.5097087379	0.1539791353
1792	4003	0.5090681989	0.1552486055
1793	3989	0.5101278516	0.155577217
1794	3974	0.5099899346	0.1557111061
1795	3959	0.5089416519	0.154484587
1796	3954	0.5084977238	0.1545912394
1797	3941	0.509845217	0.155029039
1798	3931	0.5086237599	0.1565313848
1799	3917	0.5114117947	0.1569428809
1800	3905	0.5108322663	0.1564750925
1801	3894	0.5110683102	0.1571224254
1802	3878	0.5111655493	0.1577354995
1803	3864	0.5099378882	0.1577192393
1804	3855	0.5101167315	0.1585811338
1805	3848	0.5114345114	0.1559766374
1806	3833	0.5103835116	0.1556876604
1807	3827	0.5096681474	0.1550662414
1808	3818	0.5108171818	0.1550640301
1809	3802	0.5075749605	0.154846177
1810	3792	0.5073575949	0.1531187068
1811	3780	0.5062962963	0.1530381459
1812	3767	0.5067427661	0.1536639791
1813	3759	0.5061186486	0.1537327268
1814	3745	0.5066221629	0.1545187372
1815	3735	0.5045247657	0.1559644447
1816	3717	0.5060801722	0.154706095
1817	3711	0.506009162	0.1556758682
1818	3701	0.5047554715	0.156353599
1819	3689	0.5067497967	0.1550294702
1820	3676	0.5077257889	0.1565235311
1821	3662	0.5088476242	0.1557327397
1822	3647	0.507567864	0.1556813016
1823	3644	0.5084522503	0.1551703772
1824	3632	0.5080947137	0.1551093967
1825	3626	0.5090457805	0.1563187397
1826	3620	0.5093370166	0.1579254395
1827	3603	0.5092145434	0.1579725813
1828	3592	0.5102728285	0.1576827365
1829	3585	0.5088423989	0.1561297032
1830	3574	0.5101007275	0.1563301177
1831	3564	0.5102413019	0.1562001368
1832	3550	0.5106478873	0.1545347491
1833	3541	0.5097147698	0.1547750843
1834	3528	0.5082199546	0.1536236727
1835	3518	0.5069926094	0.1543642004
1836	3507	0.5059309952	0.1542263041
1837	3498	0.5062321326	0.1550043245
1838	3489	0.5063915162	0.1562745829
1839	3479	0.5067548146	0.1562451603
1840	3469	0.5048428942	0.1563664228
1841	3448	0.5048433875	0.1559243036
1842	3439	0.5070078511	0.1540016869
1843	3426	0.5087565674	0.1558335429
1844	3416	0.5093384075	0.1544349306
1845	3404	0.5111045828	0.1545246366
1846	3392	0.5108490566	0.1537088213
1847	3378	0.5115748964	0.1539084462
1848	3369	0.5107450282	0.1547995669
1849	3358	0.5100952948	0.1541830567
1850	3348	0.5086320191	0.1533774818
1851	3340	0.5094311377	0.1535731303
1852	3330	0.5094594595	0.1552794894
1853	3318	0.5093429777	0.1552675341
1854	3309	0.5123300091	0.1562411055
1855	3303	0.5121707539	0.1561250573
1856	3291	0.5117593437	0.1572852661
1857	3284	0.5109013398	0.157002343
1858	3274	0.5112095296	0.1556692944
1859	3257	0.5123733497	0.1547045021
1860	3247	0.5130582076	0.1533993542
1861	3243	0.5121184089	0.1533405861
1862	3238	0.511704756	0.1545944402
1863	3231	0.5106468586	0.1535847804
1864	3225	0.5082790698	0.1533996643
1865	3217	0.5093876282	0.152826945
1866	3206	0.5103867748	0.1537269582
1867	3198	0.5103502189	0.1525552707
1868	3190	0.509968652	0.1525159911
1869	3172	0.5099936948	0.1533291754
1870	3164	0.5091972187	0.15508894
1871	3156	0.5071609632	0.1544832367
1872	3147	0.5075627582	0.1536961276
1873	3140	0.5084394904	0.1556641345
1874	3135	0.5089633174	0.1568612902
1875	3128	0.5084398977	0.1553162629
1876	3122	0.5075912876	0.1536342638
1877	3116	0.5092747112	0.1531462515
1878	3109	0.5101318752	0.1521908685
1879	3099	0.5101645692	0.1536790049
1880	3091	0.51235846	0.1540438484
1881	3080	0.5146103896	0.153426801
1882	3070	0.5131270358	0.1544571037
1883	3064	0.5119125326	0.1539251375
1884	3060	0.5102614379	0.1552962495
1885	3052	0.5103211009	0.1554439013
1886	3039	0.5114511352	0.1572232527
1887	3033	0.5101549621	0.1579910425
1888	3018	0.5099072233	0.157424784
1889	3008	0.5074135638	0.1563214491
1890	3002	0.506362425	0.1575424159
1891	2994	0.5061122244	0.1572328202
1892	2989	0.5051187688	0.1562907307
1893	2979	0.5065458207	0.1546876966
1894	2972	0.5067631225	0.1558138246
1895	2967	0.5066397034	0.1561881604
1896	2958	0.5051048005	0.1556605128
1897	2949	0.504069176	0.1553512192
1898	2935	0.5038841567	0.155529234
1899	2930	0.5043686007	0.1547695434
1900	2920	0.5054452055	0.1520898045
1901	2912	0.5040521978	0.1537446775
1902	2901	0.5056876939	0.1535247741
1903	2894	0.504561161	0.1553912429
1904	2889	0.5053651783	0.1537878042
1905	2882	0.5036780014	0.153335586
1906	2875	0.5056347826	0.1555117404
1907	2867	0.5082664806	0.15571217
1908	2862	0.507966457	0.1571700784
1909	2854	0.5090049054	0.1557118225
1910	2846	0.5087842586	0.1554134349
1911	2833	0.5089304624	0.15449959
1912	2824	0.5081798867	0.1527846396
1913	2818	0.5086586231	0.15323427
1914	2804	0.507489301	0.1537486006
1915	2789	0.5052707063	0.1522774645
1916	2784	0.504454023	0.1507461925
1917	2782	0.5041337168	0.151937478
1918	2776	0.5024855908	0.153949973
1919	2775	0.5008648649	0.1522183405
1920	2770	0.4997111913	0.1534909879
1921	2762	0.4988776249	0.1538387871
1922	2757	0.4998911861	0.1549684552
1923	2748	0.5001455604	0.1542695869
1924	2737	0.5004384362	0.1545550899
1925	2725	0.4997798165	0.1562870423
1926	2717	0.5012881855	0.1564294874
1927	2702	0.5004811251	0.1556597841
1928	2693	0.5027478648	0.1570944709
1929	2686	0.5034623976	0.1585463091
1930	2681	0.5057441253	0.15873373
1931	2677	0.5082555099	0.1580696418
1932	2668	0.5068590705	0.1554416243
1933	2664	0.507545045	0.1568725222
1934	2658	0.5097817908	0.1563139091
1935	2647	0.5139403098	0.1566020979
1936	2639	0.5127320955	0.1563754404
1937	2633	0.512761109	0.1534651372
1938	2622	0.5109839817	0.1536036254
1939	2609	0.5097355309	0.1536482589
1940	2597	0.5077011937	0.1536940539
1941	2588	0.5072256569	0.153494685
1942	2581	0.5070902751	0.1552893438
1943	2575	0.5059417476	0.1524926753
1944	2569	0.5053328143	0.1522082689
1945	2562	0.5038641686	0.1528952241
1946	2556	0.5026212833	0.1527172218
1947	2549	0.5009023146	0.1489704759
1948	2543	0.5013370035	0.1506251936
1949	2533	0.5022108172	0.1521884305
1950	2528	0.5038370253	0.1531225373
1951	2522	0.5020222046	0.1529250706
1952	2516	0.5043322734	0.1532151171
1953	2505	0.5034331337	0.1545716831
1954	2497	0.5037244694	0.1518479975
1955	2489	0.504339092	0.1525373158
1956	2482	0.508178888	0.1518406654
1957	2476	0.5089660743	0.1487711554
1958	2471	0.5119789559	0.151993928
1959	2466	0.5123276561	0.1519343234
1960	2456	0.5117263844	0.1549959022
1961	2447	0.5137719657	0.1560205533
1962	2438	0.5097621001	0.1552574168
1963	2431	0.5092554504	0.154010893
1964	2427	0.5088998764	0.1553174543
1965	2422	0.5092072667	0.1549682021
1966	2416	0.5071192053	0.1550709484
1967	2413	0.5071694985	0.1545362804
1968	2402	0.5051207327	0.1541637145
1969	2394	0.5071846282	0.1534842131
1970	2386	0.5043587594	0.1529188885
1971	2381	0.5039899202	0.1523332403
1972	2377	0.5069835928	0.1536323247
1973	2368	0.5084037162	0.1525719343
1974	2359	0.5091988131	0.1534268522
1975	2351	0.5098681412	0.1527725603
1976	2339	0.5094912356	0.1539688627
1977	2333	0.5110587227	0.1532260389
1978	2325	0.5122580645	0.1526266725
1979	2319	0.5100905563	0.1522631924
1980	2311	0.5104716573	0.1542230929
1981	2306	0.5121422376	0.1558347933
1982	2297	0.5122768829	0.156409696
1983	2288	0.5119755245	0.1563513596
1984	2278	0.5117208077	0.1541025941
1985	2268	0.5108906526	0.1549321421
1986	2261	0.5111455108	0.1538523924
1987	2256	0.511391844	0.1533566938
1988	2249	0.5109381948	0.1529187214
1989	2245	0.51077951	0.1528630053
1990	2240	0.5137946429	0.1529818873
1991	2229	0.5130103185	0.1506419652
1992	2226	0.5116352201	0.1520578338
1993	2219	0.511897251	0.1535605838
1994	2209	0.5091444092	0.154976718
1995	2204	0.5095281307	0.1559467155
1996	2198	0.5092356688	0.1551108616
1997	2191	0.5067549064	0.1555896418
1998	2184	0.5062271062	0.1549183162
1999	2171	0.5045601105	0.1541456221
2000	2167	0.5021688971	0.1555907897
2001	2156	0.5012059369	0.1539475379
2002	2150	0.5004651163	0.1546181115
2003	2146	0.4998136067	0.153856794
2004	2141	0.5034563288	0.1524736456
2005	2139	0.5046750818	0.1506620099
2006	2136	0.5075842697	0.1493072876
2007	2126	0.5101128881	0.1490840219
2008	2120	0.5096226415	0.1513519236
2009	2113	0.5115475627	0.1509055165
2010	2103	0.512553495	0.1508079173
2011	2100	0.5127619048	0.1515915266
2012	2090	0.5142583732	0.1513813595
2013	2084	0.5150671785	0.1538795965
2014	2080	0.5156730769	0.153248569
2015	2073	0.5138446696	0.1539207137
2016	2068	0.5124758221	0.153328833
2017	2062	0.5123666343	0.1536725499
2018	2057	0.5118619349	0.1551741988
2019	2052	0.5121345029	0.1550134417
2020	2044	0.5138943249	0.1579055075
2021	2035	0.513022113	0.1587495888
2022	2031	0.5128015756	0.1569137963
2023	2026	0.5124383021	0.1580148237
2024	2020	0.5098514851	0.1557383491
2025	2015	0.5090818859	0.154893386
2026	2011	0.5098955743	0.1537094427
2027	2005	0.5097256858	0.1547588408
2028	2000	0.5094	0.1554723126
2029	1995	0.5082205514	0.156120227
2030	1986	0.5063444109	0.1569473078
2031	1978	0.5074317492	0.1570402969
2032	1976	0.5078947368	0.1547769096
2033	1968	0.5108739837	0.1532959316
2034	1962	0.5100407747	0.1542998998
2035	1957	0.5104241185	0.1540582812
2036	1952	0.509682377	0.1563987048
2037	1940	0.5070618557	0.1538060979
2038	1933	0.5064666322	0.1515383559
2039	1926	0.5039460021	0.1515753386
2040	1916	0.5048538622	0.1512730582
2041	1909	0.5044002095	0.1522023381
2042	1907	0.5026743576	0.1500504386
2043	1903	0.5022595901	0.1510521581
2044	1895	0.4997889182	0.1571176988
2045	1890	0.5005291005	0.1572237157
2046	1888	0.4987817797	0.1567465806
2047	1886	0.5025980912	0.1548050965
2048	1879	0.5053751996	0.1569665044
2049	1869	0.5085607277	0.1588195963
2050	1862	0.5057465091	0.1564037855
2051	1857	0.5059773829	0.1547030631
2052	1854	0.505609493	0.155346398
2053	1848	0.5063852814	0.1553599606
2054	1840	0.5100543478	0.1558706169
2055	1834	0.5088876772	0.1537342005
2056	1831	0.5086291644	0.1535732403
2057	1827	0.5077723043	0.1517813101
2058	1819	0.5066520066	0.1497102033
2059	1819	0.5074766355	0.1494323467
2060	1812	0.5097682119	0.150710427
2061	1807	0.5078583287	0.1501307523
2062	1804	0.508924612	0.1488058784
2063	1799	0.508782657	0.1493384225
2064	1792	0.5090401786	0.1501367478
2065	1787	0.5085058758	0.1520071102
2066	1781	0.510443571	0.1526589149
2067	1775	0.5101971831	0.1515096445
2068	1765	0.5094617564	0.1502254937
2069	1758	0.5072241183	0.1509888786
2070	1753	0.5083285796	0.1519945407
2071	1747	0.5100171723	0.1503948238
2072	1740	0.5116091954	0.1514024367
2073	1730	0.5093641618	0.1524146697
2074	1727	0.5078170237	0.1533725669
2075	1722	0.5098722416	0.1533447678
2076	1716	0.5076923077	0.1527877345
2077	1710	0.5115204678	0.1541303595
2078	1704	0.5127347418	0.1545356062
2079	1696	0.514504717	0.1535030882
2080	1691	0.5138379657	0.1546369656
2081	1683	0.5135472371	0.1527935998
2082	1679	0.5124478856	0.153050847
2083	1673	0.5141661686	0.1482600053
2084	1667	0.5149370126	0.1495806343
2085	1662	0.5161853189	0.1520707743
2086	1653	0.5192982456	0.1533146296
2087	1653	0.5170598911	0.1556729456
2088	1652	0.5169491525	0.1583537886
2089	1647	0.515907711	0.1594298013
2090	1644	0.5151459854	0.1602781664
2091	1637	0.5150274893	0.1573496194
2092	1629	0.5146715777	0.1573244474
2093	1624	0.5120073892	0.1559490568
2094	1619	0.5109326745	0.1551195352
2095	1614	0.5081164808	0.1556528286
2096	1613	0.5073775573	0.1564132363
2097	1610	0.5051552795	0.1573207571
2098	1605	0.5080996885	0.1551096568
2099	1598	0.5073842303	0.15568667
2100	1591	0.5091137649	0.154825687
2101	1586	0.509331652	0.1544258609
2102	1579	0.5089930336	0.1535979695
2103	1573	0.5106166561	0.1527303984
2104	1570	0.5142038217	0.1495071623
2105	1561	0.5132607303	0.1498996095
2106	1559	0.5108402822	0.1505746939
2107	1552	0.5129510309	0.1510480659
2108	1548	0.5074935401	0.1527801678
2109	1542	0.5073281453	0.153698865
2110	1536	0.5057942708	0.15304724
2111	1531	0.50365774	0.1550784481
2112	1526	0.5058322412	0.1550336983
2113	1521	0.506574622	0.1545161773
2114	1514	0.5049537649	0.1551256506
2115	1512	0.5073412698	0.1555169565
2116	1507	0.5072329131	0.1546689022
2117	1501	0.5067288474	0.1555160301
2118	1496	0.5088903743	0.1578002147
2119	1489	0.5087306917	0.1547686178
2120	1485	0.5092929293	0.1512056097
2121	1479	0.5106828938	0.1500759562
2122	1475	0.5093559322	0.149872009
2123	1471	0.507885792	0.1510185784
2124	1465	0.5076450512	0.1522401001
2125	1458	0.5052812071	0.1527734785
2126	1450	0.5065517241	0.150419548
2127	1448	0.5089088398	0.1497582674
2128	1442	0.5088072122	0.1514107227
2129	1435	0.5081533101	0.1532336838
2130	1433	0.5076064201	0.1553581056
2131	1427	0.5095304835	0.1547436912
2132	1420	0.5095070423	0.1526794832
2133	1412	0.5097733711	0.1519587117
2134	1407	0.5112295665	0.1535705641
2135	1406	0.5114509246	0.1562487897
2136	1401	0.511420414	0.1594003605
2137	1398	0.510658083	0.1571181694
2138	1394	0.5116929699	0.1544634918
2139	1390	0.5131654676	0.1534942455
2140	1387	0.5127613554	0.1542573529
2141	1382	0.510853835	0.1544262348
2142	1379	0.5111675127	0.1580520019
2143	1378	0.5105224964	0.1565628263
2144	1372	0.5079446064	0.1580756263
2145	1367	0.509948793	0.1583674401
2146	1364	0.5097507331	0.1561550362
2147	1360	0.5072058824	0.1593400506
2148	1354	0.5056129985	0.1588300589
2149	1351	0.5080680977	0.1570972291
2150	1345	0.509070632	0.1591084321
2151	1335	0.509588015	0.1575022107
2152	1326	0.5092006033	0.1567672873
2153	1323	0.5111866969	0.1548764823
2154	1319	0.5123578469	0.1561685077
