window	num_games	average_win_rate	standard_deviation
730	74754	0.5058966744	0.15468449
731	74565	0.5058593174	0.1544568038
732	74392	0.5055167222	0.1546174254
733	74225	0.5060545638	0.1546625344
734	74029	0.5056086128	0.1542243686
735	73880	0.5057065512	0.1543667802
736	73692	0.5054130706	0.1545730702
737	73537	0.5055169507	0.1546137286
738	73362	0.5061285134	0.1545200853
739	73189	0.5062946618	0.1547469935
740	72996	0.5059852595	0.154665823
741	72829	0.5059454338	0.1545070736
742	72678	0.5060995074	0.1548151215
743	72499	0.5060069794	0.1547945433
744	72308	0.5060048681	0.1548175627
745	72144	0.5059949545	0.1544938034
746	71972	0.5060731951	0.1549089032
747	71808	0.5062235406	0.1552074712
748	71652	0.5057486183	0.1553410081
749	71471	0.505683424	0.1549350206
750	71308	0.5060666405	0.1550009442
751	71147	0.5061829733	0.1553868767
752	70980	0.5055283178	0.1553974303
753	70815	0.5054070465	0.1556295913
754	70643	0.505398978	0.1554570003
755	70481	0.5053971992	0.1555090649
756	70305	0.5057150985	0.1551745348
757	70143	0.5052549791	0.1553517589
758	69973	0.5051391251	0.1547679694
759	69803	0.5052332994	0.1545724577
760	69643	0.5049251181	0.1545861698
761	69489	0.5048655183	0.1544406169
762	69327	0.5054971368	0.1542019921
763	69181	0.5051849496	0.1545234999
764	69014	0.5055423537	0.1549648792
765	68837	0.5054563679	0.1548875695
766	68664	0.5053871024	0.1553118521
767	68501	0.5057313032	0.1554680111
768	68329	0.5057442667	0.1555716564
769	68152	0.5059631412	0.1552414341
770	67975	0.5056461935	0.1549294464
771	67788	0.505803387	0.154612648
772	67625	0.5054950092	0.1546173169
773	67472	0.5057475694	0.1543904868
774	67312	0.5056720941	0.1545999766
775	67147	0.5059615471	0.1544521777
776	66995	0.5058899918	0.154635603
777	66830	0.5060511746	0.1547489027
778	66655	0.5060775636	0.1544629243
779	66500	0.5058496241	0.1546164061
780	66334	0.5063783279	0.1543487916
781	66175	0.5060506233	0.1543993972
782	66016	0.5061666869	0.1545588702
783	65834	0.5060439894	0.154809926
784	65672	0.5060878304	0.1549723079
785	65517	0.5058656532	0.1550585753
786	65364	0.5062603268	0.1550813184
787	65217	0.505730101	0.1550103985
788	65059	0.5064234003	0.155044776
789	64878	0.5063657943	0.1549948775
790	64737	0.5059394164	0.1547765967
791	64572	0.5057238432	0.1545077524
792	64437	0.5060012105	0.154433793
793	64275	0.5062232594	0.1537545512
794	64123	0.5057483274	0.1535903438
795	63978	0.5059645503	0.1543103501
796	63823	0.5057675133	0.1539583161
797	63667	0.5059983979	0.1539761647
798	63525	0.5053585203	0.1543510853
799	63364	0.5053705574	0.1545820988
800	63215	0.5058040022	0.1548907661
801	63056	0.5060089444	0.1551448527
802	62913	0.5054408469	0.1548339252
803	62753	0.5053670741	0.1548051326
804	62605	0.5054803929	0.1547908966
805	62467	0.5054764916	0.1545949639
806	62328	0.5051597998	0.1548969938
807	62197	0.5053427014	0.1544519502
808	62073	0.5052583249	0.154622245
809	61918	0.5050227721	0.1548017949
810	61785	0.5050319657	0.1548579721
811	61636	0.5052777598	0.1545979665
812	61510	0.5058315721	0.1545609741
813	61369	0.505602177	0.1543333016
814	61241	0.5058196306	0.1542804288
815	61112	0.5056551905	0.1543679162
816	60976	0.5061893204	0.1545452012
817	60833	0.5057682508	0.1546365013
818	60657	0.5057849877	0.1549465769
819	60485	0.5059816483	0.154820898
820	60327	0.5056575	0.1550397204
821	60160	0.5056765293	0.1549810958
822	59987	0.5052911464	0.1548651226
823	59848	0.5056075391	0.1548959332
824	59709	0.505216969	0.1549587293
825	59550	0.5052577666	0.1551599913
826	59399	0.5051802219	0.1550116795
827	59247	0.5056829882	0.1552615246
828	59106	0.5055392008	0.1549369411
829	58953	0.5053042254	0.1554308844
830	58813	0.5056127047	0.1552704372
831	58676	0.505274729	0.155347424
832	58549	0.50555603	0.1552049807
833	58404	0.5051657421	0.1551852167
834	58247	0.5059127509	0.1550021861
835	58101	0.5062253662	0.1546988832
836	57969	0.5063947972	0.1547479488
837	57837	0.5060947145	0.1548352499
838	57704	0.5064241647	0.1545706299
839	57574	0.5065897801	0.1544940452
840	57442	0.5069026148	0.1543285325
841	57302	0.5072772329	0.1546260238
842	57160	0.5068229531	0.155091964
843	57017	0.5064349229	0.1550574483
844	56859	0.5061749239	0.1550286199
845	56719	0.506040304	0.1547846763
846	56584	0.5056924219	0.1545721755
847	56424	0.5059868141	0.1544014696
848	56305	0.5059088891	0.1542094496
849	56158	0.5056572528	0.1542847376
850	56008	0.5052831738	0.154172709
851	55860	0.5052327247	0.1542755308
852	55718	0.505662443	0.1546405488
853	55588	0.5060606606	0.1544783824
854	55426	0.5056760365	0.1548045958
855	55317	0.5056131027	0.1549099477
856	55196	0.5057830278	0.154997087
857	55064	0.5050196135	0.154834707
858	54917	0.5047398802	0.1548927797
859	54786	0.5050742891	0.1555205505
860	54648	0.5052334944	0.1553575984
861	54513	0.5046777833	0.1553423836
862	54377	0.5043363922	0.1547096418
863	54243	0.5043360434	0.1547960094
864	54084	0.5051216626	0.1549327781
865	53969	0.5049472846	0.1548214105
866	53827	0.5045832017	0.154244589
867	53675	0.5050228225	0.1541710618
868	53547	0.5049918763	0.1535503521
869	53428	0.5051882908	0.1539138883
870	53290	0.5051116532	0.1542776913
871	53156	0.5055139589	0.1541615421
872	53029	0.5049991514	0.1539160339
873	52900	0.5052514178	0.153702949
874	52751	0.5047051241	0.1535530913
875	52621	0.5049048859	0.1536197264
876	52485	0.5043021816	0.153634236
877	52343	0.5041801196	0.153633522
878	52205	0.5044382722	0.153915885
879	52073	0.5044437616	0.1546389126
880	51946	0.5043737728	0.1547379451
881	51809	0.5040514196	0.1549232963
882	51660	0.5047754549	0.1545948644
883	51526	0.5044928774	0.1546061968
884	51391	0.5052616217	0.1547982822
885	51277	0.5052733194	0.1546980029
886	51149	0.5062816477	0.1547940749
887	51032	0.5064332184	0.1547934248
888	50893	0.5061815967	0.1546173816
889	50768	0.5063918216	0.1543540171
890	50618	0.5063317397	0.1541964188
891	50493	0.506488028	0.154325183
892	50372	0.5065850075	0.1547358324
893	50258	0.5067432051	0.1551370563
894	50114	0.5061898871	0.1552759663
895	49988	0.5065635753	0.1550603118
896	49870	0.5058512132	0.1551064252
897	49737	0.5055552205	0.154965211
898	49636	0.5055765976	0.1547861352
899	49515	0.5052893063	0.1548544466
900	49359	0.5050527766	0.154648642
901	49234	0.5050879474	0.154595123
902	49114	0.5050616932	0.1548763287
903	48979	0.5046142224	0.154897006
904	48831	0.5050644058	0.1554217385
905	48706	0.5051492629	0.1551169789
906	48598	0.5054652455	0.1549483153
907	48470	0.5056880545	0.1543069723
908	48328	0.5055164708	0.1542109711
909	48207	0.5054348953	0.1543336181
910	48102	0.5060662758	0.1549167748
911	47988	0.5059181462	0.1546936763
912	47872	0.506076621	0.1545314793
913	47749	0.506385474	0.1546288906
914	47607	0.5057428529	0.1538855393
915	47466	0.5055365946	0.1539166182
916	47347	0.5056349927	0.1539667473
917	47238	0.5056903341	0.1538758224
918	47115	0.5062485408	0.1539421788
919	46994	0.5062433502	0.1536956052
920	46883	0.5055371883	0.1544042708
921	46772	0.5057299239	0.1551080419
922	46655	0.5055621048	0.1545887706
923	46542	0.5054509905	0.1547041493
924	46425	0.50582014	0.1549518242
925	46282	0.5055745214	0.1548965827
926	46171	0.5054774642	0.1547809167
927	46062	0.5057053537	0.1546930324
928	45930	0.5055475724	0.1547285381
929	45828	0.5056472026	0.1550310248
930	45695	0.5054557391	0.1552544607
931	45589	0.5049748843	0.1554773071
932	45475	0.5048114349	0.1550574745
933	45343	0.5053150431	0.1546134642
934	45215	0.5050093995	0.1542092779
935	45106	0.5045736709	0.1545842772
936	44970	0.5050144541	0.1550240278
937	44862	0.5048459721	0.154714773
938	44749	0.5048425663	0.1550047498
939	44630	0.5045776384	0.1544438309
940	44530	0.5047069391	0.1547375534
941	44410	0.5053929295	0.1545087874
942	44302	0.5053496456	0.1549881006
943	44165	0.5049450923	0.1554402338
944	44056	0.5052206283	0.1553155419
945	43940	0.5058670915	0.155257393
946	43836	0.5055342641	0.1553820023
947	43727	0.5058270634	0.1552133545
948	43597	0.505816914	0.1550138288
949	43468	0.5059653078	0.1546451987
950	43361	0.5063098176	0.1548813411
951	43241	0.5058971809	0.1547230733
952	43130	0.5054718294	0.1546278637
953	43018	0.5055558138	0.1550978059
954	42892	0.5055558146	0.1551297353
955	42764	0.5052824806	0.1549963481
956	42669	0.5048934824	0.1549255544
957	42564	0.5047316981	0.1551277955
958	42458	0.5049672618	0.1552254066
959	42346	0.5048505172	0.1551721455
960	42236	0.5048773558	0.1547978822
961	42132	0.5053047565	0.1545555262
962	42016	0.505935834	0.1544404627
963	41894	0.5057812575	0.1546034417
964	41757	0.5056062457	0.1551888163
965	41647	0.5063990203	0.1547810701
966	41548	0.5064744392	0.1556328503
967	41447	0.5065722489	0.1558495599
968	41341	0.506289156	0.1555209291
969	41230	0.5065073975	0.1548006209
970	41126	0.5067013568	0.1551223886
971	41033	0.5064996466	0.1549464319
972	40923	0.5064144857	0.1547500077
973	40841	0.5065008203	0.1550141382
974	40733	0.506807748	0.1549344046
975	40628	0.5062936891	0.1549454439
976	40521	0.5060857333	0.1551688553
977	40432	0.50514444	0.1549354542
978	40309	0.5052271205	0.1541948319
979	40217	0.5050501032	0.1545140397
980	40107	0.5050365273	0.1542689323
981	40001	0.5047073823	0.1538018161
982	39912	0.5044247344	0.153982558
983	39812	0.504558927	0.1539332076
984	39708	0.5042434774	0.154388718
985	39601	0.5043433247	0.1542486805
986	39494	0.5049653112	0.1545446236
987	39406	0.5059559458	0.1548233247
988	39293	0.5057542056	0.1549190853
989	39182	0.5059210862	0.1555505229
990	39060	0.5056323605	0.1550020135
991	38950	0.505804878	0.1545125689
992	38841	0.5062047836	0.1545183516
993	38724	0.5058413387	0.1547427641
994	38624	0.5058357498	0.154248437
995	38520	0.5059994808	0.1540086982
996	38411	0.5052927547	0.1541806718
997	38317	0.5049560247	0.1545027434
998	38216	0.5046734352	0.1550595755
999	38111	0.5050667786	0.1552211677
1000	38005	0.5049730299	0.1554348143
1001	37903	0.5051842862	0.1550231229
1002	37795	0.5047863474	0.1551910046
1003	37703	0.5052330053	0.1553625959
1004	37603	0.5055873202	0.1546946471
1005	37512	0.5061367029	0.1549192763
1006	37402	0.5066092722	0.1551468208
1007	37313	0.5065392759	0.1545584274
1008	37209	0.5070171195	0.1547910652
1009	37113	0.5066472665	0.155235396
1010	37006	0.5066854024	0.1550537641
1011	36906	0.5070964071	0.1548482589
1012	36808	0.5073788307	0.1546651835
1013	36702	0.5067625742	0.1545366429
1014	36592	0.5069796677	0.1545651856
1015	36505	0.506341597	0.1542620912
1016	36405	0.5059689603	0.1544747955
1017	36315	0.5057799807	0.1544169798
1018	36222	0.5057920601	0.1543065932
1019	36135	0.5057008441	0.1546945934
1020	36046	0.5060367308	0.1544011532
1021	35936	0.5060468611	0.1543193066
1022	35826	0.50571931	0.1538684186
1023	35729	0.5060035265	0.1544385836
1024	35633	0.5056352258	0.154688778
1025	35529	0.5056629795	0.1544685257
1026	35431	0.5061499817	0.1540374125
1027	35350	0.5065035361	0.1546410579
1028	35267	0.506524513	0.1544170783
1029	35186	0.5062325925	0.1539992633
1030	35101	0.505712088	0.153936109
1031	35002	0.5058739501	0.1546631801
1032	34900	0.5058968481	0.1545087815
1033	34804	0.5064302954	0.154737925
1034	34698	0.5062712548	0.1545228903
1035	34610	0.5058913609	0.1543614927
1036	34529	0.5055837122	0.1536699495
1037	34431	0.5055879876	0.1537980028
1038	34350	0.5055836972	0.1541647965
1039	34274	0.5057098675	0.1538607223
1040	34190	0.5057443697	0.1538557578
1041	34123	0.5054420772	0.154060725
1042	34042	0.5052699606	0.1543081816
1043	33952	0.5047419887	0.1544479295
1044	33877	0.5042713345	0.1540809636
1045	33793	0.5042434824	0.1550491205
1046	33708	0.5043787825	0.1556874087
1047	33602	0.5047288852	0.1546915827
1048	33502	0.5046504686	0.1545264987
1049	33417	0.5054702696	0.1548045551
1050	33309	0.5055750698	0.1549250224
1051	33218	0.5052110302	0.155051025
1052	33129	0.5058528781	0.154220131
1053	33037	0.5063928323	0.1540515217
1054	32930	0.5067506833	0.1542444653
1055	32834	0.5071267588	0.1538814118
1056	32753	0.507464965	0.1534513051
1057	32674	0.5074585297	0.1538166334
1058	32577	0.5075758971	0.1537340799
1059	32509	0.5075948199	0.1536752114
1060	32431	0.5075976689	0.1538872658
1061	32337	0.5079011658	0.1542274431
1062	32248	0.5072407591	0.1548459837
1063	32161	0.5066322565	0.1548642638
1064	32069	0.506897627	0.155238869
1065	31976	0.5063922942	0.1553114144
1066	31877	0.5064623396	0.1552572108
1067	31786	0.506188259	0.1549324083
1068	31701	0.5059493391	0.1549512943
1069	31615	0.5054404555	0.1546132029
1070	31537	0.5053017091	0.1552450001
1071	31457	0.5052071081	0.1550382093
1072	31380	0.505334608	0.1547409878
1073	31304	0.5058522872	0.154478656
1074	31223	0.5058418474	0.1544246939
1075	31146	0.5057631799	0.1544888508
1076	31066	0.5057232988	0.1548152411
1077	30994	0.5055204233	0.1547181706
1078	30902	0.5059090027	0.1544458
1079	30811	0.5058225958	0.155286724
1080	30721	0.5064776537	0.1551657034
1081	30635	0.5063260976	0.1550345473
1082	30551	0.5064515073	0.1549229687
1083	30480	0.5061942257	0.1542327691
1084	30389	0.5063114943	0.1545933062
1085	30308	0.5068397783	0.1545312378
1086	30225	0.5060942928	0.1546754045
1087	30149	0.5060400013	0.1548737357
1088	30075	0.5058187864	0.1549538544
1089	30006	0.5058121709	0.1546870808
1090	29926	0.5055403328	0.1546405538
1091	29848	0.5062751273	0.1540129983
1092	29772	0.5064154239	0.1540808861
1093	29697	0.5063777486	0.1541942653
1094	29611	0.5066563102	0.1541538197
1095	29545	0.5065154849	0.1541962021
1096	29469	0.5068003665	0.1541310971
1097	29396	0.5072152674	0.154373318
1098	29322	0.5068651524	0.1545931869
1099	29237	0.507483668	0.1539242325
1100	29158	0.5074593594	0.1544976514
1101	29085	0.5068248238	0.1545855475
1102	29014	0.5070586613	0.1545471693
1103	28934	0.5072855464	0.1539130628
1104	28838	0.5069040849	0.1534533696
1105	28766	0.5068761733	0.1537747134
1106	28689	0.5068040015	0.1540366103
1107	28619	0.5069743876	0.1539386931
1108	28562	0.5073629298	0.1543117402
1109	28473	0.5075123801	0.1545733472
1110	28402	0.5069114851	0.1547038753
1111	28332	0.5065261895	0.1548868992
1112	28244	0.5060827078	0.1549740592
1113	28167	0.5055490468	0.1547972176
1114	28091	0.5053718273	0.1543663263
1115	28034	0.5051045159	0.1534413614
1116	27967	0.5054385526	0.1535532586
1117	27892	0.505306181	0.1535999819
1118	27825	0.5052722372	0.1539064911
1119	27767	0.5049447186	0.1544260731
1120	27692	0.5054600607	0.1540200437
1121	27611	0.5058780921	0.1537874297
1122	27539	0.5056610625	0.1536568353
1123	27462	0.5060083024	0.1539692387
1124	27390	0.5056115371	0.1541050204
1125	27317	0.5053373357	0.1542365583
1126	27246	0.5057035895	0.1543817498
1127	27186	0.5057750313	0.154490084
1128	27118	0.5056825725	0.1541608083
1129	27047	0.505634636	0.1545768732
1130	26987	0.5063067403	0.1548090998
1131	26902	0.5059995539	0.155058879
1132	26827	0.5056733888	0.1550694661
1133	26757	0.5059797436	0.1551766774
1134	26676	0.5064664867	0.1551817207
1135	26593	0.5068514271	0.1557182494
1136	26519	0.5068026698	0.1557564447
1137	26449	0.5056864154	0.1553980086
1138	26388	0.5059307261	0.1543151536
1139	26316	0.5063041496	0.1538832283
1140	26232	0.5054742299	0.1538905216
1141	26165	0.5056946302	0.1536648916
1142	26079	0.5064151233	0.1541701164
1143	26008	0.5057982159	0.153712595
1144	25946	0.5055037385	0.1539522824
1145	25870	0.5052879784	0.1545241714
1146	25802	0.5051003798	0.1548343504
1147	25723	0.5059790849	0.1552763158
1148	25657	0.5057878941	0.155797713
1149	25577	0.5052938187	0.1553194883
1150	25508	0.5057707386	0.1536307935
1151	25442	0.5058053612	0.1541798403
1152	25368	0.5057237465	0.1545214829
1153	25299	0.5060437171	0.1541147956
1154	25227	0.505815198	0.15441558
1155	25163	0.5067162103	0.1540927764
1156	25092	0.506336681	0.1543709909
1157	25025	0.5056383616	0.1549959784
1158	24955	0.5060508916	0.1541785993
1159	24875	0.5065165829	0.1547757219
1160	24801	0.5054675215	0.1548249054
1161	24746	0.5046350925	0.1548455423
1162	24676	0.5046320311	0.1546937529
1163	24614	0.5050702852	0.1548814643
1164	24553	0.5058974463	0.1553045351
1165	24491	0.5057490507	0.1556118233
1166	24433	0.5064011787	0.1553529055
1167	24368	0.5080720617	0.155111294
1168	24296	0.5077008561	0.1547977599
1169	24248	0.5071717255	0.1541816282
1170	24175	0.5079089969	0.1543505994
1171	24106	0.5083921016	0.1548374104
1172	24035	0.5085708342	0.1544020736
1173	23975	0.5077205422	0.1540446596
1174	23895	0.5070056497	0.1539719301
1175	23827	0.5068997356	0.1538888439
1176	23763	0.5063712494	0.1545744284
1177	23704	0.5050750928	0.1549660924
1178	23639	0.5052371082	0.1554856784
1179	23584	0.504765943	0.1553523138
1180	23526	0.5049222137	0.1559402172
1181	23457	0.504736326	0.1556517629
1182	23401	0.5042904149	0.1551956522
1183	23337	0.5049020868	0.155412443
1184	23264	0.505579436	0.1554428311
1185	23199	0.5055519634	0.1546560179
1186	23142	0.5058249071	0.1545432721
1187	23086	0.5060946028	0.15450335
1188	23021	0.5057469267	0.1540963874
1189	22955	0.5064822479	0.15381243
1190	22900	0.5064803493	0.153832881
1191	22834	0.5063808356	0.1534229334
1192	22755	0.5067897165	0.1537434431
1193	22685	0.507145691	0.1546532925
1194	22643	0.5069690412	0.1548150016
1195	22580	0.5073870682	0.1555025336
1196	22528	0.5072088068	0.1559527414
1197	22471	0.5069155801	0.1556760361
1198	22414	0.5062371732	0.154710696
1199	22344	0.5056972789	0.1547095636
1200	22262	0.5062213638	0.1545012844
1201	22193	0.5070607849	0.154078159
1202	22143	0.5067425371	0.1547955866
1203	22086	0.505695916	0.1544860955
1204	22024	0.5058663276	0.1544094109
1205	21967	0.5054172167	0.1541013553
1206	21913	0.5058139004	0.153995644
1207	21842	0.505489424	0.1539802206
1208	21777	0.506235937	0.152936264
1209	21724	0.5067805192	0.153314697
1210	21666	0.5065125081	0.1532579641
1211	21598	0.5057875729	0.1533942531
1212	21535	0.5061342001	0.1541982225
1213	21475	0.5068498254	0.1544018299
1214	21420	0.5068067227	0.1549084215
1215	21362	0.5070873514	0.1549433508
1216	21302	0.5067552343	0.1552386809
1217	21259	0.5074697775	0.1554887866
1218	21195	0.5077046473	0.1551706639
1219	21129	0.5072081026	0.1558720491
1220	21071	0.5068150539	0.1541142161
1221	21007	0.507559385	0.1543361872
1222	20965	0.5069878369	0.1535130056
1223	20911	0.5067906843	0.1540419853
1224	20849	0.5063887956	0.1539523602
1225	20802	0.5059177002	0.1534686177
1226	20741	0.5057374283	0.153527107
1227	20689	0.5061385277	0.1542070233
1228	20635	0.5059801308	0.1542864724
1229	20584	0.5061309755	0.154437263
1230	20532	0.5064533411	0.1544039734
1231	20465	0.5065379917	0.1543703614
1232	20414	0.5068923288	0.1538825519
1233	20351	0.5065893568	0.1543254404
1234	20294	0.5064156894	0.1543535107
1235	20233	0.5071961647	0.1544048763
1236	20171	0.5078181548	0.1540356715
1237	20113	0.5077512057	0.1539453766
1238	20056	0.5079876346	0.153379101
1239	20003	0.5075338699	0.1532390615
1240	19938	0.5076988665	0.1538172827
1241	19884	0.5068195534	0.153556259
1242	19840	0.5066733871	0.1529574781
1243	19787	0.5071814828	0.1534412641
1244	19744	0.5071110211	0.1539363326
1245	19682	0.5070673712	0.1535884702
1246	19630	0.5063372389	0.1540043941
1247	19568	0.5059995912	0.1540101142
1248	19506	0.506003281	0.1539871363
1249	19453	0.506528556	0.1541707342
1250	19396	0.5061507527	0.1548547932
1251	19347	0.5067297255	0.1545110502
1252	19299	0.5062231204	0.1541559616
1253	19260	0.5061630322	0.1540115112
1254	19214	0.5066566046	0.1541113835
1255	19162	0.5062884876	0.1538213513
1256	19116	0.5064657878	0.1539126364
1257	19075	0.506034076	0.1538216492
1258	19026	0.5058078419	0.1547537206
1259	18984	0.5062157606	0.1546931461
1260	18919	0.5062688303	0.1546120463
1261	18864	0.5065945717	0.1541928207
1262	18817	0.5075941967	0.1536408315
1263	18771	0.5070640882	0.1527548427
1264	18721	0.506185567	0.1531681543
1265	18659	0.5054182968	0.1529638603
1266	18610	0.5047178936	0.1541971928
1267	18559	0.5058462202	0.1547069705
1268	18494	0.5063155618	0.1557072462
1269	18441	0.5057426387	0.1553419228
1270	18387	0.5060042421	0.1548366599
1271	18320	0.5052019651	0.155101434
1272	18262	0.5051965831	0.1552351586
1273	18217	0.5047318439	0.1552563173
1274	18159	0.5053472107	0.1561999143
1275	18101	0.5064084857	0.1563132183
1276	18048	0.5067929965	0.1557531424
1277	17988	0.5061374249	0.1558121657
1278	17941	0.5060197313	0.1552582205
1279	17887	0.5059708168	0.1543651784
1280	17834	0.5050577549	0.1539003198
1281	17790	0.5059865093	0.15372322
1282	17746	0.5054660205	0.1535466351
1283	17701	0.5060731032	0.1547867464
1284	17645	0.5057693398	0.1536101282
1285	17598	0.5054040232	0.1541957931
1286	17547	0.5050265003	0.1543127582
1287	17489	0.5051803991	0.1540262725
1288	17439	0.5051035036	0.1550099539
1289	17384	0.5057006443	0.1538703521
1290	17333	0.5070616743	0.1531295581
1291	17285	0.5071159965	0.1526403871
1292	17241	0.5057653268	0.153229626
1293	17195	0.5050537947	0.1534503481
1294	17143	0.5053782885	0.1544502346
1295	17087	0.5061742845	0.1544976611
1296	17031	0.5067171628	0.1545754823
1297	16981	0.5069194983	0.1544802248
1298	16927	0.5074968984	0.1549022952
1299	16880	0.5071327014	0.154341059
1300	16826	0.5068346606	0.1540209537
1301	16779	0.5069253233	0.1539931332
1302	16730	0.5086252241	0.1538595668
1303	16700	0.5093832335	0.1543267486
1304	16651	0.5091526034	0.1543252925
1305	16601	0.5086259864	0.1550865881
1306	16553	0.5087839062	0.1547692873
1307	16509	0.5086801139	0.1555884762
1308	16463	0.5077203426	0.1554158538
1309	16415	0.5073956747	0.1551398149
1310	16378	0.5065697887	0.15596831
1311	16337	0.5060721063	0.1556190109
1312	16301	0.5052634808	0.1547815472
1313	16257	0.5050132251	0.1542495225
1314	16204	0.5054369292	0.1529418194
1315	16165	0.5056108877	0.1527723172
1316	16117	0.5055159149	0.1532627173
1317	16078	0.5053427043	0.1540050915
1318	16039	0.5058607145	0.15445846
1319	15984	0.505980981	0.1545822089
1320	15922	0.5065695264	0.1542255039
1321	15875	0.5060913386	0.1540346556
1322	15836	0.5062642081	0.1540516603
1323	15789	0.506922541	0.1544848293
1324	15739	0.5067221552	0.1541366401
1325	15676	0.5054223016	0.1543862199
1326	15641	0.5053513202	0.1552363918
1327	15604	0.5049154063	0.1546951647
1328	15547	0.5048755387	0.1545165805
1329	15506	0.5057139172	0.1544210147
1330	15457	0.5043604839	0.1542241482
1331	15412	0.5047819881	0.1540140244
1332	15366	0.5055382012	0.1544343676
1333	15327	0.5055718666	0.1541712835
1334	15287	0.5065480474	0.1538997312
1335	15240	0.507152231	0.1538483605
1336	15189	0.5069984857	0.1534440273
1337	15142	0.5071853124	0.1532715133
1338	15101	0.5077014767	0.1533706923
1339	15055	0.5076054467	0.1538910095
1340	15008	0.5091018124	0.1536853363
1341	14960	0.5093315508	0.1535013185
1342	14918	0.5086807883	0.1536580453
1343	14874	0.5077719511	0.153630609
1344	14834	0.5063502764	0.1534164003
1345	14788	0.5059642954	0.1537059001
1346	14745	0.5054120041	0.1539373867
1347	14701	0.5052853547	0.1547513652
1348	14663	0.504937598	0.1549964675
1349	14629	0.5045115866	0.1553789225
1350	14590	0.5033927347	0.1555026914
1351	14543	0.5033830709	0.1546442446
1352	14501	0.5032411558	0.1541928685
1353	14466	0.5046522881	0.1542469657
1354	14425	0.5055320624	0.1539899255
1355	14386	0.5054705964	0.1549497221
1356	14346	0.5060574376	0.1546400255
1357	14305	0.5058021671	0.1551083824
1358	14265	0.5061619348	0.1543136872
1359	14228	0.5073727861	0.1543249137
1360	14184	0.5087704456	0.154617078
1361	14140	0.5082673267	0.1545865384
1362	14106	0.5079186162	0.1548510191
1363	14072	0.5072910745	0.1555336903
1364	14034	0.5068334046	0.1560646767
1365	13981	0.5074601245	0.1561215217
1366	13943	0.5069282077	0.1552797262
1367	13908	0.5068377912	0.1545773008
1368	13879	0.5058361553	0.153932825
1369	13843	0.5052878711	0.1538386308
1370	13802	0.5046442545	0.1537231281
1371	13756	0.5050668799	0.1537636862
1372	13718	0.5056786704	0.1543620576
1373	13681	0.5052920108	0.1538523795
1374	13641	0.5054028297	0.1533899165
1375	13591	0.5055404312	0.1539017011
1376	13552	0.5064049587	0.1543218516
1377	13510	0.5069874167	0.1542490675
1378	13477	0.5081175336	0.1542675181
1379	13444	0.5080481999	0.1536448919
1380	13409	0.5080542919	0.1526581382
1381	13374	0.5090548826	0.152750921
1382	13333	0.5100277507	0.1539814583
1383	13299	0.5102263328	0.1541000958
1384	13264	0.5102834741	0.1551044762
1385	13229	0.5100763474	0.1543745223
1386	13190	0.5086050038	0.1538323507
1387	13155	0.5085670848	0.1544831108
1388	13112	0.5084731544	0.1540209075
1389	13071	0.5084308775	0.1539302058
1390	13036	0.5085532372	0.1542077104
1391	12995	0.5074028472	0.1536744624
1392	12959	0.5067983641	0.1541891471
1393	12917	0.5063327398	0.1545125172
1394	12883	0.5067918963	0.1549152525
1395	12845	0.5070066174	0.1553081555
1396	12809	0.5086111328	0.155091634
1397	12782	0.5075966202	0.1550567272
1398	12741	0.5066478298	0.1544990027
1399	12709	0.5070343851	0.1540624449
1400	12667	0.5064814084	0.1541965469
1401	12639	0.5072869689	0.1550323836
1402	12603	0.5063873681	0.1547870887
1403	12570	0.5073747017	0.1534867531
1404	12533	0.5067581585	0.153289832
1405	12502	0.5065349544	0.1528945626
1406	12465	0.5054793422	0.152291169
1407	12427	0.507258389	0.1528320386
1408	12389	0.5078456695	0.1522498957
1409	12354	0.5078274243	0.1530154217
1410	12327	0.5081609475	0.1539188234
1411	12287	0.5076991943	0.1543835109
1412	12249	0.5081965875	0.1547825388
1413	12211	0.5082057162	0.1540217245
1414	12179	0.5086049758	0.1540322628
1415	12140	0.5090856672	0.1543834661
1416	12108	0.5087380244	0.1541613921
1417	12065	0.5077165354	0.1550988858
1418	12019	0.5075796655	0.1545761707
1419	11990	0.506822352	0.1552693942
1420	11964	0.5065780675	0.1549291277
1421	11925	0.5064150943	0.155755882
1422	11895	0.5066162253	0.1550411959
1423	11868	0.5066312774	0.1556129141
1424	11833	0.5065072256	0.1549157726
1425	11801	0.5056266418	0.15456404
1426	11762	0.5061469138	0.1544790044
1427	11733	0.50585528	0.1550061632
1428	11697	0.5059929897	0.155190025
1429	11665	0.5060951565	0.1551230128
1430	11636	0.5056720523	0.1542136611
1431	11610	0.5060551249	0.1542854176
1432	11577	0.5069275287	0.1542253943
1433	11551	0.5064236863	0.1552373588
1434	11519	0.505729664	0.154235804
1435	11485	0.5065389639	0.1548684399
1436	11452	0.5062871114	0.1544675621
1437	11417	0.5062012788	0.1556281014
1438	11387	0.5067357513	0.1568419587
1439	11362	0.5085548319	0.1564177374
1440	11328	0.5087129237	0.1565117961
1441	11300	0.5084513274	0.1558087375
1442	11267	0.507553031	0.1560891631
1443	11240	0.5072686833	0.1561081808
1444	11206	0.5084240585	0.1547351167
1445	11183	0.5078154341	0.1555486409
1446	11143	0.507726824	0.1550735556
1447	11106	0.5081667567	0.1552634015
1448	11076	0.5076923077	0.1553094906
